,中文名稱,英文名稱,分類,劇情介紹,上映日期
0,,GIRLS und PANZER,"['動作', '動畫']",《少女與戰車 劇場版》由水島努擔任導演，以「戰車道」為主題，描寫主角西柱美穗帶領著大洗女子學園的隊員們一路過關斬將、並且藉由戰車團結一心，以戰車道與其他學校以戰車交心的作品。 故事在電視動畫版完結之後，雖然大洗女子學園在第 63 屆全國戰車道大賽中拿得冠軍，但文部科學省違背承諾，仍決定要大洗學園廢校。不過，官員們仍給大洗學員一次機會，就是要大洗戰車道部和大學生選拔隊來一場對戰。可是，大學生選拔隊的實力比一般高中生戰車道隊強很多倍之外，她們所使用的戰車比高中生們所用的更先進，此外，隊長還是西住流旗鼓相當的戰車道世家—島田流出身…不過，美穗等人得到各個學園艦的戰車道部出手支援，一起為守護大洗學園而並肩作戰。,2017-01-13
